,searched,tconst,Title,Available Globally?,Release Date,Hours Viewed,Runtime,Views,Simple_Title,net_year,titleType,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,TitleCanonical,ReleaseYear,TMDBLanguage,TMDBPoster,TMDBGenres,TMDBCountry
858,From Prada to Nada,tt0893412,From Prada to Nada,No,,6500000,107,3600000,From Prada to Nada,1000.0,movie,From Prada to Nada,From Prada to Nada,2011,107,"Action,Comedy,Drama",From Prada to Nada,2011,en,https://image.tmdb.org/t/p/w500/nWV6RncsN8Q86JplEl8AFlV5h6A.jpg,Comedy|Drama|Romance,US
867,Maybe Baby 2,tt31828433,Maybe Baby 2 // Bytte bytte barn,Yes,2024-11-21,6500000,104,3600000,Maybe Baby 2,2024.0,movie,Maybe Baby 2,Bytte Bytte Barn,2024,105,Comedy,Maybe Baby 2,2024,da,https://image.tmdb.org/t/p/w500/5ikADeVa7HAEOMmi0CZWiT95KHl.jpg,Comedy,DK
855,City Hunter,tt24478470,City Hunter // ________,Yes,2024-04-25,6300000,105,3600000,City Hunter,2024.0,movie,City Hunter,Shiti Hanta,2024,102,"Action,Comedy,Crime",City Hunter,2024,ja,https://image.tmdb.org/t/p/w500/cjQzJ9xFdaN9KAwu7HUImIgbc2Y.jpg,Action,JP
863,Like Father,tt7170950,Like Father,Yes,2018-08-03,6300000,103,3600000,Like Father,2018.0,movie,Like Father,Like Father,2018,98,Drama,Like Father,2018,en,https://image.tmdb.org/t/p/w500/xPN8iFewcLAdonUec76qrAEnHm6.jpg,Drama,US
879,The Courier,tt27050277,The Courier // El correo,No,,6200000,102,3600000,The Courier,1000.0,movie,The Courier,El correo,2024,101,"Action,Adventure,Crime",The Courier,2024,es,https://image.tmdb.org/t/p/w500/1IRKYqQXXleihbzaFXeDU1TdxKP.jpg,Thriller|Crime,BE
882,The Sleepover,tt10888708,The Sleepover,Yes,2020-08-21,6200000,101,3600000,The Sleepover,2020.0,movie,The Sleepover,The Sleepover,2020,100,"Action,Adventure,Comedy",The Sleepover,2020,en,https://image.tmdb.org/t/p/w500/9iEc34Qje2V3FZnrSXKfZsbiHjW.jpg,Family|Action,US
862,Larry Crowne,tt1583420,Larry Crowne,No,,5900000,98,3600000,Larry Crowne,1000.0,movie,Larry Crowne,Larry Crowne,2011,98,"Comedy,Drama,Romance",Larry Crowne,2011,en,https://image.tmdb.org/t/p/w500/8GDM7RqM6J1vNUdlU94rmtlNa3e.jpg,Comedy|Romance|Drama,US
853,80 for Brady,tt18079362,80 for Brady,No,,5800000,98,3600000,80 for Brady,1000.0,movie,80 for Brady,80 for Brady,2023,98,"Comedy,Drama,Sport",80 for Brady,2023,en,https://image.tmdb.org/t/p/w500/qhSFHOS9CeXTqGgmbCi5pteIc6k.jpg,Comedy|Drama,US
877,Sniper: Legacy,tt3776288,Sniper: Legacy,No,,5800000,98,3600000,Sniper: Legacy,1000.0,video,Sniper: Legacy,Sniper: Legacy,2014,95,"Action,Drama,Thriller",Sniper: Legacy,2014,en,https://image.tmdb.org/t/p/w500/a9L1t3vRaZRU1Fa0kolfQGiTCnQ.jpg,Thriller|Action,US
861,Kill 'Em All 2,tt6549510,Kill 'Em All 2,No,,5400000,85,3600000,Kill 'Em All 2,1000.0,movie,Kill Em All 2,Kill'em All 2,2024,88,Action,Kill 'em All 2,2024,en,https://image.tmdb.org/t/p/w500/s5KZqIvyjwKpTRESCVrVGkT1JX3.jpg,Action|Crime|Thriller,IT
866,"Love, Guaranteed",tt11100856,"Love, Guaranteed",Yes,2020-09-03,5400000,90,3600000,"Love, Guaranteed",2020.0,movie,"Love, Guaranteed","Love, Guaranteed",2020,90,"Comedy,Romance","Love, Guaranteed",2020,en,https://image.tmdb.org/t/p/w500/6K22JB6fZZLBuM0knfl8rs9Zoxg.jpg,Romance|Comedy,US
857,Escape Room: Tournament Of Champions,tt9844522,Escape Room: Tournament Of Champions,No,,5300000,88,3600000,Escape Room: Tournament Of Champions,1000.0,movie,Escape Room: Tournament of Champions,Escape Room: Tournament of Champions,2021,88,"Action,Adventure,Horror",Escape Room: Tournament of Champions,2021,en,https://image.tmdb.org/t/p/w500/jGYJyPzVgrVV2bgClI9uvEZgVLE.jpg,Horror|Thriller|Mystery,US
875,S.W.A.T.: Under Siege,tt6014472,S.W.A.T.: Under Siege,No,,5300000,89,3600000,S.W.A.T.: Under Siege,1000.0,movie,S.W.A.T.: Under Siege,S.W.A.T.: Under Siege,2017,89,"Action,Thriller",S.W.A.T.: Under Siege,2017,en,https://image.tmdb.org/t/p/w500/sGcDltZ2aUgLV7oFxGlpO1oGmc0.jpg,Action|Crime|Thriller,US
878,The Casagrandes Movie,tt31123288,The Casagrandes Movie,Yes,2024-03-22,5100000,86,3600000,The Casagrandes Movie,2024.0,movie,The Casagrandes Movie,The Casagrandes Movie,2024,89,"Adventure,Animation,Comedy",The Casagrandes Movie,2024,en,https://image.tmdb.org/t/p/w500/1ZHetsKD44xB63ZjTjqryC0CtoL.jpg,Animation|Comedy|Family,US
868,"Miraculous World: Shanghai, The Legend of LadyDragon",tt37885664,"Miraculous World: Shanghai, The Legend of LadyDragon",No,,3200000,54,3600000,"Miraculous World: Shanghai, The Legend of LadyDragon",1000.0,tvSpecial,"Miraculous World: Shanghai, the Legend of Ladydragon","Miraculous World: Shanghai, the Legend of Ladydragon",2021,57,Animation,Miraculous World: Shanghai - The Legend of Ladydragon,2021,fr,https://image.tmdb.org/t/p/w500/msI5a9TPnepx47JUb2vl88hb80R.jpg,Animation|Fantasy|Action|TV Movie,BR
907,Terminator 2: Judgment Day,tt0103064,Terminator 2: Judgment Day,No,,8000000,137,3500000,Terminator 2: Judgment Day,1000.0,movie,Terminator 2: Judgment Day,Terminator 2: Judgment Day,1991,137,"Action,Adventure,Sci-Fi",Terminator 2: Judgment Day,1991,en,https://image.tmdb.org/t/p/w500/jFTVD4XoWQTcg7wdyJKa8PEds5q.jpg,Action|Thriller|Science Fiction,FR
910,The Northman,tt11138512,The Northman,No,,7900000,137,3500000,The Northman,1000.0,movie,The Northman,The Northman,2022,137,"Action,Adventure,Drama",The Northman,2022,en,https://image.tmdb.org/t/p/w500/aSSJMnHknzKjlZ6zybwD7eyJ4Po.jpg,Action|Adventure|Fantasy,US
905,Suicide Squad,tt1386697,Suicide Squad,No,,7100000,122,3500000,Suicide Squad,1000.0,movie,Suicide Squad,Suicide Squad,2016,123,"Action,Adventure,Fantasy",Suicide Squad,2016,en,https://image.tmdb.org/t/p/w500/sk3FZgh3sRrmr8vyhaitNobMcfh.jpg,Action|Adventure|Fantasy,US
888,Chantal im Mrchenland,tt27075304,Chantal im Mrchenland,No,,6900000,118,3500000,Chantal im Mrchenland,1000.0,movie,Chantal in Fairyland,Chantal im Märchenland,2024,118,"Comedy,Fantasy",Chantal in Fairyland,2024,de,https://image.tmdb.org/t/p/w500/z9KCiGL6HdwWztnlywUOIjiaz6n.jpg,Comedy|Fantasy,DE
889,Charlie's Angels,tt5033998,Charlie's Angels (2019),No,,6900000,118,3500000,Charlie's Angels,2019.0,movie,Charlie's Angels,Charlie's Angels,2019,118,"Action,Adventure,Comedy",Charlie's Angels,2019,en,https://image.tmdb.org/t/p/w500/1DPUFG6QnGqzpvEaDEv7TaepycM.jpg,Action|Adventure|Comedy,US
898,Kiss the Girls,tt0119468,Kiss the Girls,No,,6800000,115,3500000,Kiss the Girls,1000.0,movie,Kiss the Girls,Kiss the Girls,1997,115,"Crime,Drama,Mystery",Kiss the Girls,1997,en,https://image.tmdb.org/t/p/w500/25h5I3E3ydhazsPDnscWHivq5pn.jpg,Thriller|Crime|Mystery|Drama,US
909,The Last Kingdom: Seven Kings Must Die,tt15767808,The Last Kingdom: Seven Kings Must Die,Yes,2023-04-14,6600000,111,3500000,The Last Kingdom: Seven Kings Must Die,2023.0,movie,The Last Kingdom: Seven Kings Must Die,Seven Kings Must Die,2023,117,"Action,Drama,History",The Last Kingdom: Seven Kings Must Die,2023,en,https://image.tmdb.org/t/p/w500/qcNDxDzd5OW9wE3c8nWxCBQoBrM.jpg,Action|Adventure|War,GB
885,Astrix & Oblix: The Middle Kingdom,tt11210390,Astrix & Oblix: The Middle Kingdom // Astrix & Oblix : L'empire du Milieu,No,2023-05-19,6500000,111,3500000,Astrix & Oblix: The Middle Kingdom,2023.0,movie,Asterix & Obelix: The Middle Kingdom,Astérix & Obélix : L'empire du milieu,2023,112,"Adventure,Comedy,Family",Asterix & Obelix: The Middle Kingdom,2023,fr,https://image.tmdb.org/t/p/w500/ifOqT5SmA4ANjmyEacLw3KAFKUd.jpg,Family|Comedy|Adventure,FR
886,Beckett,tt10230994,Beckett,Yes,2021-08-13,6500000,109,3500000,Beckett,2021.0,movie,Beckett,Beckett,2021,110,"Action,Crime,Drama",Beckett,2021,it,https://image.tmdb.org/t/p/w500/hGIxOfxsgcNS8aco8xgFlv3rYnt.jpg,Crime|Mystery|Thriller|Drama,IT
895,Halloween Ends,tt10665342,Halloween Ends,No,,6500000,111,3500000,Halloween Ends,1000.0,movie,Halloween Ends,Halloween Ends,2022,111,"Drama,Horror,Mystery",Halloween Ends,2022,en,https://image.tmdb.org/t/p/w500/q06saepaXeBdkMibuN4R2fXmgIw.jpg,Horror|Thriller,US
894,Four Brothers,tt0430105,Four Brothers,No,,6400000,109,3500000,Four Brothers,1000.0,movie,Four Brothers,Four Brothers,2005,109,"Action,Crime,Drama",Four Brothers,2005,en,https://image.tmdb.org/t/p/w500/8cO39cnWSZQi2ncPG5TxL3YRzKc.jpg,Action|Crime,US
896,I Came By,tt15083184,I Came By,Yes,2022-08-31,6400000,110,3500000,I Came By,2022.0,movie,I Came By,I Came By,2022,110,Thriller,I Came By,2022,en,https://image.tmdb.org/t/p/w500/pFB9jZDl52jBNbMPVSlISXD1ggS.jpg,Crime|Thriller,GB
908,The Exorcist: Believer,tt12921446,The Exorcist: Believer,No,,6400000,111,3500000,The Exorcist: Believer,1000.0,movie,The Exorcist: Believer,The Exorcist: Believer,2023,111,Horror,The Exorcist: Believer,2023,en,https://image.tmdb.org/t/p/w500/fFXkAlMH2iQrNknv4eq7LGTkcti.jpg,Horror|Thriller,US
890,Civil War,tt17279496,Civil War (2024),No,,6300000,109,3500000,Civil War,2024.0,movie,Civil War,Civil War,2024,109,"Action,Thriller",Civil War,2024,en,https://image.tmdb.org/t/p/w500/sh7Rg8Er3tFcN9BpKIPOMvALgZd.jpg,War|Action|Drama,FI
903,She's Out of My League,tt0815236,She's Out of My League,No,,6200000,104,3500000,She's Out of My League,1000.0,movie,She's Out of My League,She's Out of My League,2010,104,"Comedy,Romance",She's Out of My League,2010,en,https://image.tmdb.org/t/p/w500/mpYHjyPX0DAxbsnWKmSK5jZ1s4T.jpg,Romance|Comedy,US
897,I Know What You Did Last Summer,tt0119345,I Know What You Did Last Summer (1997),No,,5900000,102,3500000,I Know What You Did Last Summer,1997.0,movie,I Know What You Did Last Summer,I Know What You Did Last Summer,1997,101,"Horror,Mystery",I Know What You Did Last Summer,1997,en,https://image.tmdb.org/t/p/w500/dQyaJx0SptDqvQcAewAr8FAtLB2.jpg,Horror|Thriller|Mystery,US
901,Salt,tt0944835,Salt (2010),No,,5900000,100,3500000,Salt,2010.0,movie,Salt,Salt,2010,100,"Action,Thriller",Salt,2010,en,https://image.tmdb.org/t/p/w500/kqeIJG7VjwkcTR26QHg8D01x8yI.jpg,Action|Mystery|Thriller,US
902,Shaft,tt0162650,Shaft (2000),No,,5900000,99,3500000,Shaft,2000.0,movie,Shaft,Shaft,2000,99,"Action,Crime,Thriller",Shaft,2000,en,https://image.tmdb.org/t/p/w500/5ncvnNPaN73cOqD4muE413sSOyY.jpg,Action|Adventure|Crime|Thriller,DE
