,searched,tconst,Title,Available Globally?,Release Date,Hours Viewed,Runtime,Views,Simple_Title,net_year,titleType,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,TitleCanonical,ReleaseYear,TMDBLanguage,TMDBPoster,TMDBGenres,TMDBCountry
1681,The Wrath of God,tt15189534,The Wrath of God // La ira de Dios,Yes,2022-06-15,2600000,97,1600000,The Wrath of God,2022.0,movie,The Wrath of God,La ira de Dios,2022,97,"Drama,Thriller",The Wrath of God,2022,es,https://image.tmdb.org/t/p/w500/xXTybIXrytekB4TeN4xrqeI1f8G.jpg,Thriller|Drama,AR
1624,7 Prisoners,tt14168118,7 Prisoners // 7 Prisioneiros,Yes,2021-11-11,2500000,93,1600000,7 Prisoners,2021.0,movie,7 Prisoners,7 Prisioneiros,2021,93,"Crime,Drama",7 Prisoners,2021,pt,https://image.tmdb.org/t/p/w500/5svMKCGnR6Yvj8wxldvDvgUi0Jk.jpg,Drama|Crime,BR
1640,Good on Paper,tt8231668,Good on Paper,Yes,2021-06-23,2500000,92,1600000,Good on Paper,2021.0,movie,Good on Paper,Good on Paper,2021,92,"Comedy,Romance",Good on Paper,2021,en,https://image.tmdb.org/t/p/w500/hkU2FQNWUEQFgLrDGrpZQ7Y17zx.jpg,Comedy|Romance,US
1644,I'll See You in My Dreams,tt3236120,I'll See You in My Dreams (2015),No,,2500000,92,1600000,I'll See You in My Dreams,2015.0,movie,I'll See You in My Dreams,I'll See You in My Dreams,2015,92,"Comedy,Drama,Romance",I'll See You in My Dreams,2015,en,https://image.tmdb.org/t/p/w500/nlOSiuSxWFPiFOIWoXxfRzcJW7s.jpg,Drama|Comedy,US
1626,A Quiet Place,tt6644200,A Quiet Place (2018),No,,2400000,91,1600000,A Quiet Place,2018.0,movie,A Quiet Place,A Quiet Place,2018,90,"Drama,Horror,Sci-Fi",A Quiet Place,2018,en,https://image.tmdb.org/t/p/w500/nAU74GmpUk7t5iklEp3bufwDq4n.jpg,Horror|Drama|Science Fiction,US
1646,Isn't It Romantic,tt2452244,Isn't It Romantic,No,2019-02-28,2400000,88,1600000,Isn't It Romantic,2019.0,movie,Isn't It Romantic,Isn't It Romantic,2019,89,"Comedy,Fantasy,Musical",Isn't It Romantic,2019,en,https://image.tmdb.org/t/p/w500/5xNBYXuv8wqiLVDhsfqCOr75DL7.jpg,Comedy|Fantasy|Romance,CA
1647,Jackass 4.5,tt18258584,Jackass 4.5,Yes,,2400000,90,1600000,Jackass 4.5,1000.0,video,Jackass 4.5,Jackass 4.5,2022,90,"Action,Comedy,Documentary",Jackass 4.5,2022,en,https://image.tmdb.org/t/p/w500/bl686OSeMQOvs90IQAgt8QipCsB.jpg,Comedy|Action,US
1678,The Price of Nonna's Inheritance,tt30494321,The Price of Nonna's Inheritance // Ricchi a tutti i costi,No,2024-06-04,2400000,90,1600000,The Price of Nonna's Inheritance,2024.0,movie,The Price of Nonna's Inheritance,Ricchi a tutti i costi,2024,90,Comedy,The Price of Nonna's Inheritance,2024,it,https://image.tmdb.org/t/p/w500/azv9ekvJr1Vz6gNZa6QyaIbeiHG.jpg,Comedy|Crime,IT
1652,Malevolent,tt2386237,Malevolent,No,2018-10-05,2300000,89,1600000,Malevolent,2018.0,movie,Malevolent,Malevolent,2018,89,"Horror,Mystery,Thriller",Malevolent,2018,en,https://image.tmdb.org/t/p/w500/gbq5yQTQ1AfcBQb0y4ozUPTzd8Y.jpg,Horror,GB
1655,Men in Black II,tt0120912,Men in Black II,No,,2300000,88,1600000,Men in Black II,1000.0,movie,Men in Black II,Men in Black II,2002,88,"Action,Adventure,Comedy",Men in Black II,2002,en,https://image.tmdb.org/t/p/w500/enA22EPyzc2WQ1VVyY7zxresQQr.jpg,Action|Comedy|Science Fiction,US
1664,Rabbids Invasion Special: Mission to Mars,tt15310736,Rabbids Invasion Special: Mission to Mars,No,2022-02-18,1900000,70,1600000,Rabbids Invasion Special: Mission to Mars,2022.0,tvEpisode,Rabbids Invasion: Mission to Mars,Rabbids Invasion: Mission to Mars,2019,70,"Animation,Comedy,Family",Rabbids Invasion - Mission To Mars,2021,fr,https://image.tmdb.org/t/p/w500/2nQoUa3eY9YTqbcrPzdQVncDNfn.jpg,Animation|Comedy,FR
1679,The Real Fatal Attraction,tt37274874,The Real Fatal Attraction,No,,1500000,55,1600000,The Real Fatal Attraction,1000.0,movie,The Real Fatal Attraction,The Real Fatal Attraction,2025,55,Documentary,The Real Fatal Attraction,2025,en,https://image.tmdb.org/t/p/w500/bEpQl8jfo3fZtEDBUwkwxiTpjI.jpg,Documentary,GB
1629,An Elf's Story: The Elf on the Shelf,tt2094761,An Elf's Story: The Elf on the Shelf,No,,700000,26,1600000,An Elf's Story: The Elf on the Shelf,1000.0,tvMovie,An Elf's Story: The Elf on the Shelf,An Elf's Story: The Elf on the Shelf,2010,26,"Animation,Family,Fantasy",An Elf's Story,2011,en,https://image.tmdb.org/t/p/w500/mSoJW2O6WFlLl7YWxEYBsgkiAAF.jpg,Family|Fantasy|Science Fiction|Animation,US
1636,Elf Pets: SantaÕs Reindeer Rescue,tt13020758,Elf Pets: SantaÕs Reindeer Rescue,No,,700000,27,1600000,Elf Pets: SantaÕs Reindeer Rescue,1000.0,short,Elf Pets: Santa's Reindeer Rescue,Elf Pets: Santa's Reindeer Rescue,2020,26,"Family,Short",Elf Pets: Santa's Reindeer Rescue,2020,en,https://image.tmdb.org/t/p/w500/t958e5rkQJtytl64EzbAKLGlRFE.jpg,Animation|Family,US
1729,RRR (Hindi),tt8178634,RRR (Hindi),No,,4600000,185,1500000,RRR (Hindi),1000.0,movie,RRR,RRR (Rise Roar Revolt),2022,187,"Action,Adventure,Drama",RRR,2022,te,https://image.tmdb.org/t/p/w500/u0XUBNQWlOvrh0Gd97ARGpIkL0.jpg,Action|Adventure|Drama,IN
1708,Dunki,tt15428134,Dunki // ____,No,,3900000,159,1500000,Dunki,1000.0,movie,Dunki,Dunki,2023,160,"Action,Adventure,Comedy",Dunki,2023,hi,https://image.tmdb.org/t/p/w500/kPRb1mbVHGop0egQ7153y0lhzGL.jpg,Adventure|Comedy|Drama,IN
1753,Zindagi Na Milegi Dobara,tt1562872,Zindagi Na Milegi Dobara // ______ __ ______ ______,No,,3900000,154,1500000,Zindagi Na Milegi Dobara,1000.0,movie,Zindagi Na Milegi Dobara,Zindagi Na Milegi Dobara,2011,155,"Comedy,Drama,Musical",Zindagi Na Milegi Dobara,2011,hi,https://image.tmdb.org/t/p/w500/gFQRmiPLFS0cIGpC1fyGiiqYz41.jpg,Drama|Comedy|Romance,IN
1688,11 Rebels,tt33367745,11 Rebels // ______,No,,3800000,155,1500000,11 Rebels,1000.0,movie,11 Rebels,11 no Zokugun,2024,155,"Action,Drama,History",11 Rebels,2024,ja,https://image.tmdb.org/t/p/w500/tERSzQgaSPYyChGn5AFFZ8hn3iY.jpg,Action|Drama|History|Thriller,JP
1741,The Last Days of American Crime,tt1552211,The Last Days of American Crime,Yes,2020-06-05,3700000,148,1500000,The Last Days of American Crime,2020.0,movie,The Last Days of American Crime,The Last Days of American Crime,2020,148,"Action,Crime,Drama",The Last Days of American Crime,2020,en,https://image.tmdb.org/t/p/w500/ygCQnDEqUEIamBpdQdDYnFfxvgM.jpg,Action|Crime|Thriller,US
1690,22 July,tt7280898,22 July,Yes,2018-10-10,3500000,143,1500000,22 July,2018.0,movie,22 July,22 July,2018,143,"Crime,Drama,History",22 July,2018,en,https://image.tmdb.org/t/p/w500/rd940KzuIZwbdOvOUF7XDTzn8te.jpg,Crime|Drama|History|Thriller,US
1697,Anweshippin Kandethum,tt13885428,Anweshippin Kandethum,Yes,,3500000,143,1500000,Anweshippin Kandethum,1000.0,movie,Anweshippin Kandethum,Anweshippin Kandethum,2024,142,"Crime,Drama,Mystery",Anweshippin Kandethum,2024,ml,https://image.tmdb.org/t/p/w500/zjNKLsXCEEZCzT1ZiJScvqVxevA.jpg,Crime|Thriller|Drama,IN
1696,Angels & Demons,tt0808151,Angels & Demons,No,,3400000,139,1500000,Angels & Demons,1000.0,movie,Angels & Demons,Angels & Demons,2009,138,"Mystery,Thriller",Angels & Demons,2009,en,https://image.tmdb.org/t/p/w500/tFZQAuulEOtFTp0gHbVdEXwGrYe.jpg,Thriller|Mystery,IT
1704,Darlings,tt14152140,Darlings // __________,Yes,2022-08-05,3400000,134,1500000,Darlings,2022.0,movie,Darlings,Darlings,2022,133,"Comedy,Drama,Thriller",Darlings,2022,hi,https://image.tmdb.org/t/p/w500/lyA7kXCIAG17hVuvFOxlMmmv31A.jpg,Comedy|Crime|Thriller,IN
1727,Pedro Pramo,tt27717667,Pedro Pramo,Yes,2024-11-06,3400000,131,1500000,Pedro Pramo,2024.0,movie,Pedro Páramo,Pedro Páramo,2024,130,"Drama,Fantasy,Horror",Pedro Páramo,2024,es,https://image.tmdb.org/t/p/w500/gugzjPIalz5hy2RbVxqXCpXWanj.jpg,Drama|Fantasy|Western,MX
1701,Bohemian Rhapsody,tt1727824,Bohemian Rhapsody,No,,3300000,135,1500000,Bohemian Rhapsody,1000.0,movie,Bohemian Rhapsody,Bohemian Rhapsody,2018,134,"Biography,Drama,Music",Bohemian Rhapsody,2018,en,https://image.tmdb.org/t/p/w500/lHu1wtNaczFPGFDTrjCSzeLPTKN.jpg,Music|Drama,GB
1721,Million Dollar Baby,tt0405159,Million Dollar Baby,No,,3300000,132,1500000,Million Dollar Baby,1000.0,movie,Million Dollar Baby,Million Dollar Baby,2004,132,"Drama,Sport",Million Dollar Baby,2004,en,https://image.tmdb.org/t/p/w500/jcfEqKdWF1zeyvECPqp3mkWLct2.jpg,Drama,CH
1726,Parasite,tt6751668,Parasite // ___,No,,3300000,133,1500000,Parasite,1000.0,movie,Parasite,Gisaengchung,2019,132,"Drama,Thriller",Parasite,2019,ko,https://image.tmdb.org/t/p/w500/7IiTTgloJzvGI1TAYymCfbfl3vT.jpg,Comedy|Thriller|Drama,KR
1742,The Lost World: Jurassic Park,tt0119567,The Lost World: Jurassic Park,No,,3300000,129,1500000,The Lost World: Jurassic Park,1000.0,movie,The Lost World: Jurassic Park,The Lost World: Jurassic Park,1997,129,"Action,Adventure,Sci-Fi",The Lost World: Jurassic Park,1997,en,https://image.tmdb.org/t/p/w500/6fSkhv35nPSw9hwPVCMINQFG1WD.jpg,Adventure|Action|Science Fiction,US
1702,Bone Tomahawk,tt2494362,Bone Tomahawk,No,,3200000,133,1500000,Bone Tomahawk,1000.0,movie,Bone Tomahawk,Bone Tomahawk,2015,132,"Drama,Horror,Western",Bone Tomahawk,2015,en,https://image.tmdb.org/t/p/w500/4MmTHpn2Y8emqvBgvOjufImUmKZ.jpg,Western|Horror|Drama,FR
1710,Hold the Dark,tt5057140,Hold the Dark,Yes,2018-09-28,3200000,125,1500000,Hold the Dark,2018.0,movie,Hold the Dark,Hold the Dark,2018,125,"Action,Crime,Drama",Hold the Dark,2018,en,https://image.tmdb.org/t/p/w500/1etEySwZQnBJpzgplgadPi5y4PL.jpg,Thriller|Mystery|Crime,CH
1712,Ipar Adalah Maut,tt29243069,Ipar Adalah Maut,No,,3200000,131,1500000,Ipar Adalah Maut,1000.0,movie,Ipar Adalah Maut,Ipar Adalah Maut,2024,131,"Drama,Romance",Ipar Adalah Maut,2024,id,https://image.tmdb.org/t/p/w500/yBnfwE2aUXyZojWQNSYjBz62qzG.jpg,Drama,ID
1714,Kleks Academy,tt20857676,Kleks Academy // Akademia pana Kleksa,Yes,2024-05-08,3200000,130,1500000,Kleks Academy,2024.0,movie,Kleks Academy,Akademia pana Kleksa,2023,130,Fantasy,Kleks Academy,2024,pl,https://image.tmdb.org/t/p/w500/ymbECZscR8BTkdvXziSinMIckAz.jpg,Fantasy|Adventure|Family,PL
1722,Moonfall,tt5834426,Moonfall,No,,3200000,131,1500000,Moonfall,1000.0,movie,Moonfall,Moonfall,2022,130,"Action,Adventure,Sci-Fi",Moonfall,2022,en,https://image.tmdb.org/t/p/w500/bjTU4fmmGjAOOiOlE6WYDagoSsP.jpg,Science Fiction|Adventure|Action,HK
1744,The Pirates: The Last Royal Treasure,tt17491040,The Pirates: The Last Royal Treasure // __: ___ __,Yes,2022-03-02,3200000,126,1500000,The Pirates: The Last Royal Treasure,2022.0,movie,The Pirates: The Last Royal Treasure,Hae-jeok: Do-kkae-bi gis-bal,2022,126,"Action,Adventure,Comedy",The Pirates: The Last Royal Treasure,2022,ko,https://image.tmdb.org/t/p/w500/50UQeTrUM7ErXzkvqCsV6EXcM3g.jpg,Action|Adventure|Comedy|Fantasy,KR
1747,The Whole Truth,tt15850662,The Whole Truth // ____________,Yes,2021-12-02,3200000,126,1500000,The Whole Truth,2021.0,movie,The Whole Truth,The Whole Truth,2021,125,"Drama,Horror,Mystery",The Whole Truth,2021,th,https://image.tmdb.org/t/p/w500/6xo2OFHncAymOQtzHwPFF0nyHPl.jpg,Horror|Mystery|Thriller,TH
1751,Ulajh,tt19838634,Ulajh // ___,Yes,,3200000,134,1500000,Ulajh,1000.0,movie,Ulajh,Ulajh,2024,150,"Crime,Drama,Thriller",Ulajh,2024,hi,https://image.tmdb.org/t/p/w500/tRTaE89m8As6G6aqgYjCBmm6MKN.jpg,Drama|Thriller,IN
1695,All Day and a Night,tt3993886,All Day and a Night,Yes,2020-05-01,3100000,121,1500000,All Day and a Night,2020.0,movie,All Day and a Night,All Day and a Night,2020,121,Drama,All Day and a Night,2020,en,https://image.tmdb.org/t/p/w500/8xiV8j18GhWnnrfMGaDR0E5oOif.jpg,Drama,US
1707,Don't Worry Darling,tt10731256,Don't Worry Darling,No,,3000000,123,1500000,Don't Worry Darling,1000.0,movie,Don't Worry Darling,Don't Worry Darling,2022,123,"Drama,Mystery,Thriller",Don't Worry Darling,2022,en,https://image.tmdb.org/t/p/w500/jOqxKIOC92BVyinYO1Fm73XY7Tc.jpg,Science Fiction|Mystery|Thriller,US
1732,Riddick,tt1411250,Riddick,No,,2900000,119,1500000,Riddick,1000.0,movie,Riddick,Riddick,2013,119,"Action,Adventure,Sci-Fi",Riddick,2013,en,https://image.tmdb.org/t/p/w500/pUul9pGWOKT7X0smkTvsIEIQxcP.jpg,Science Fiction|Action|Thriller,CA
1733,Run All Night,tt2199571,Run All Night,No,,2900000,114,1500000,Run All Night,1000.0,movie,Run All Night,Run All Night,2015,114,"Action,Crime,Thriller",Run All Night,2015,en,https://image.tmdb.org/t/p/w500/iGvSMoPbWZWDnIhh54yiq3sW7wH.jpg,Action|Crime|Thriller,US
1698,Birds of Prey (And the Fantabulous Emancipation of One Harley Quinn),tt7713068,Birds of Prey (And the Fantabulous Emancipation of One Harley Quinn) (2020),No,,2800000,109,1500000,Birds of Prey (And the Fantabulous Emancipation of One Harley Quinn),2020.0,movie,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020,109,"Action,Comedy,Crime",Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020,en,https://image.tmdb.org/t/p/w500/h4VB6m0RwcicVEZvzftYZyKXs6K.jpg,Action|Crime,US
1717,Letters to God,tt1462054,Letters to God,No,,2800000,110,1500000,Letters to God,1000.0,movie,Letters to God,Letters to God,2010,110,Drama,Letters to God,2010,en,https://image.tmdb.org/t/p/w500/vkOXEUy9J0GNtrqXY9Z9rl9pDHf.jpg,Drama|Family,US
1738,Speak No Evil,tt27534307,Speak No Evil (2024),No,,2800000,110,1500000,Speak No Evil,2024.0,movie,Speak No Evil,Speak No Evil,2024,110,"Drama,Horror,Thriller",Speak No Evil,2024,en,https://image.tmdb.org/t/p/w500/dA4N6uWOnEMgbxXwFX7qX7adzs8.jpg,Horror|Thriller,US
1743,The Nun II,tt10160976,The Nun II,No,,2800000,110,1500000,The Nun II,1000.0,movie,The Nun II,The Nun II,2023,110,"Horror,Mystery,Thriller",The Nun II,2023,en,https://image.tmdb.org/t/p/w500/5gzzkR7y3hnY8AD1wXjCnVlHba5.jpg,Horror,US
1752,War Dogs,tt2005151,War Dogs (2016),No,,2800000,114,1500000,War Dogs,2016.0,movie,War Dogs,War Dogs,2016,114,"Biography,Comedy,Crime",War Dogs,2016,en,https://image.tmdb.org/t/p/w500/mDcPRjZC1bb6LavFU3gwsWdVfCM.jpg,Comedy|Crime|Drama,US
46,_õmarõk,tt31989784,_õmarõk,No,,2800000,111,1500000,_õmarõk,1000.0,movie,Simarik,Simarik,2024.0,111.0,"Comedy,Drama",Son of a Rich,2024,tr,https://image.tmdb.org/t/p/w500/5d27nvK6UJM06qP2TuajoZAZopI.jpg,Comedy|Romance|Action,TR
1694,After We Collided,tt10362466,After We Collided,No,2020-12-01,2700000,105,1500000,After We Collided,2020.0,movie,After We Collided,After We Collided,2020,105,"Drama,Romance",After We Collided,2020,en,https://image.tmdb.org/t/p/w500/kiX7UYfOpYrMFSAGbI6j1pFkLzQ.jpg,Romance|Drama,US
1730,Reindeer Games,tt0184858,Reindeer Games (2000),No,,2700000,104,1500000,Reindeer Games,2000.0,movie,Reindeer Games,Reindeer Games,2000,104,"Action,Crime,Thriller",Reindeer Games,2000,en,https://image.tmdb.org/t/p/w500/8y1PedfYWllJVoBbkt9KWLY155v.jpg,Thriller|Action|Crime,US
1745,The Siege of Jadotville,tt3922798,The Siege of Jadotville,Yes,2016-10-07,2700000,108,1500000,The Siege of Jadotville,2016.0,movie,The Siege of Jadotville,The Siege of Jadotville,2016,108,"Action,Drama,Thriller",The Siege of Jadotville,2016,en,https://image.tmdb.org/t/p/w500/adrno1y0mKpMwjSlMQojZEUk82V.jpg,War|Drama|Thriller,IE
1748,The Wonder,tt9288822,The Wonder,Yes,2022-11-16,2700000,108,1500000,The Wonder,2022.0,movie,The Wonder,The Wonder,2022,108,"Drama,Mystery,Thriller",The Wonder,2022,en,https://image.tmdb.org/t/p/w500/wZvZgA7IkDX78UilzqBGh0QTQvC.jpg,Drama|Mystery,IE
1749,To the Bone,tt5541240,To the Bone,Yes,2017-07-14,2700000,107,1500000,To the Bone,2017.0,movie,To the Bone,To the Bone,2017,107,Drama,To the Bone,2017,en,https://image.tmdb.org/t/p/w500/pkdxhdB3dRUqazqoy9lzUvhayjc.jpg,Drama,US
1716,Late Night,tt6107548,Late Night,No,,2600000,102,1500000,Late Night,1000.0,movie,Late Night,Late Night,2019,102,"Comedy,Drama",Late Night,2019,en,https://image.tmdb.org/t/p/w500/xxwb5KBqS0SHsUcyLgWMk3vuVxY.jpg,Comedy|Drama,US
1718,Little Italy,tt6957966,Little Italy (2018),No,,2600000,102,1500000,Little Italy,2018.0,movie,Little Italy,Little Italy,2018,102,"Comedy,Romance",Little Italy,2018,en,https://image.tmdb.org/t/p/w500/vdSSmzYKqViKH7mkQwgOVSALrOO.jpg,Comedy|Romance,CA
1725,October Sky,tt0132477,October Sky,No,,2600000,108,1500000,October Sky,1000.0,movie,October Sky,October Sky,1999,108,"Biography,Drama,Family",October Sky,1999,en,https://image.tmdb.org/t/p/w500/1weUnrWqESWoLzMgSs64jd4GEwY.jpg,Drama|Family,US
1735,Searching,tt7668870,Searching (2018),No,,2600000,102,1500000,Searching,2018.0,movie,Searching,Searching,2018,102,"Drama,Mystery,Thriller",Searching,2018,en,https://image.tmdb.org/t/p/w500/yuAPCsCGJGSxA7YOW4elF5JNrzK.jpg,Drama|Mystery|Thriller,US
1739,Teenage Mutant Ninja Turtles,tt1291150,Teenage Mutant Ninja Turtles (2014),No,,2600000,101,1500000,Teenage Mutant Ninja Turtles,2014.0,movie,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2014,101,"Action,Adventure,Comedy",Teenage Mutant Ninja Turtles,2014,en,https://image.tmdb.org/t/p/w500/azL2ThbJMIkts3ZMt3j1YgBUeDB.jpg,Science Fiction|Action|Adventure|Comedy,US
1689,1992,tt4959750,1992 (2022),No,,2500000,96,1500000,1992,2022.0,movie,1992,1992,2022,97,"Action,Drama,Thriller",1992,2024,en,https://image.tmdb.org/t/p/w500/tPvFmQZM5HMspryyYbrtW02NR0G.jpg,Crime|Thriller|Action,US
1703,Changing Lanes,tt0264472,Changing Lanes (2002),No,,2500000,98,1500000,Changing Lanes,2002.0,movie,Changing Lanes,Changing Lanes,2002,98,"Drama,Thriller",Changing Lanes,2002,en,https://image.tmdb.org/t/p/w500/8wh9WzTKo5pJw3EgHYWA60W7Kbl.jpg,Thriller|Drama,US
45,Demi-Soeurs,tt7195416,Demi-Soeurs // Demi-SÏurs,No,,2500000,100,1500000,Demi-Soeurs,1000.0,movie,Demi soeurs,Demi soeurs,2018.0,100.0,Comedy,Demi-sœurs,2018,fr,https://image.tmdb.org/t/p/w500/iQwBOtpMu2wDqT0PdGi3dv5M56j.jpg,Comedy,FR
1706,Dirty Money,tt22477502,Dirty Money // ___ __ ___ __,No,,2500000,120,1500000,Dirty Money,1000.0,movie,Dirty Money,Deoreoun done sondaeji mara,2024,100,"Action,Crime",Dirty Money,2024,ko,https://image.tmdb.org/t/p/w500/aYgEyFCopQDGqcYkpPpDdMpZA44.jpg,Crime|Action|Drama,KR
1719,Love Tactics,tt14486678,Love Tactics // A_k Taktikleri,Yes,2022-02-11,2500000,97,1500000,Love Tactics,2022.0,movie,Love Tactics,Ask Taktikleri,2022,97,"Comedy,Romance",Love Tactics,2022,tr,https://image.tmdb.org/t/p/w500/8RyASTsrKKRnQ9xSGJDuImD8cjX.jpg,Romance|Comedy,TR
1720,Mean Girls 2,tt1679235,Mean Girls 2,No,,2500000,96,1500000,Mean Girls 2,1000.0,tvMovie,Mean Girls 2,Mean Girls 2,2011,96,"Comedy,Drama",Mean Girls 2,2011,en,https://image.tmdb.org/t/p/w500/34zKHT98ZgSCz6ag1ZNBul7f1Wu.jpg,Comedy,US
1731,Return to the Blue Lagoon,tt0102782,Return to the Blue Lagoon,No,,2500000,98,1500000,Return to the Blue Lagoon,1000.0,movie,Return to the Blue Lagoon,Return to the Blue Lagoon,1991,102,"Adventure,Drama,Romance",Return to the Blue Lagoon,1991,en,https://image.tmdb.org/t/p/w500/jhUTLuPgc3Qcvr5xtji8oiWSfYy.jpg,Adventure|Drama,US
1737,Sorop,tt33348138,Sorop,No,,2500000,103,1500000,Sorop,1000.0,movie,Sorop,Sorop,2024,103,"Horror,Thriller",Sorop,2024,id,https://image.tmdb.org/t/p/w500/pgyMNf595daUBwpryg7XW1kzRJF.jpg,Horror|Thriller|Mystery,ID
1746,The Titan,tt4986098,The Titan,No,2018-03-30,2500000,97,1500000,The Titan,2018.0,movie,The Titan,The Titan,2018,97,"Drama,Mystery,Romance",The Titan,2018,en,https://image.tmdb.org/t/p/w500/qRmQazyIBZR4pQIk9VruiZul0Au.jpg,Science Fiction|Thriller,ES
1711,In Her Place,tt31796256,In Her Place // El lugar de la otra,Yes,2024-10-11,2400000,96,1500000,In Her Place,2024.0,movie,In Her Place,El lugar de la otra,2024,96,"Crime,Drama,History",In Her Place,2024,es,https://image.tmdb.org/t/p/w500/jlnmzV9w2w85ch91HDnukQz1ynl.jpg,Drama|Crime|Thriller,CL
1713,Kill Me If You Dare,tt30959158,"Kill Me If You Dare // Zabij mnie, kochanie",Yes,2024-02-13,2400000,94,1500000,Kill Me If You Dare,2024.0,movie,Kill Me If You Dare,"Zabij mnie, kochanie",2024,94,"Comedy,Romance",Kill Me If You Dare,2024,pl,https://image.tmdb.org/t/p/w500/wbfDIr5dKx4fri5by7NSIht0Y7M.jpg,Comedy|Romance,PL
1736,Sleep Paralysis,tt34883346,Sleep Paralysis // Ketindihan,No,,2400000,96,1500000,Sleep Paralysis,1000.0,movie,Sleep Paralysis,Ketindihan,2025,96,Horror,Sleep Paralysis,2025,id,https://image.tmdb.org/t/p/w500/lGAqDi4IeLTzLmFXOEwNPSLBU3Z.jpg,Horror|Thriller,ID
1750,Too Old for Fairy Tales 2,tt31739491,Too Old for Fairy Tales 2 // Za du_y naÊbajki 2,Yes,2024-06-01,2400000,97,1500000,Too Old for Fairy Tales 2,2024.0,movie,Too Old for Fairy Tales 2,Za duzy na bajki 2,2024,95,Family,Too Old for Fairy Tales 2,2024,pl,https://image.tmdb.org/t/p/w500/lSwdb0yuSVpL7vT8516eHwm4lLJ.jpg,Family|Comedy,PL
1687,#LadyRancho,tt7344246,#LadyRancho,No,,2300000,92,1500000,#LadyRancho,1000.0,movie,#LadyRancho,Allá en el Rancho,2018,92,Comedy,Lady Rancho,2019,es,https://image.tmdb.org/t/p/w500/ioFDYy0DuYrpAB3UhZfEUuMhvIo.jpg,Comedy,MX
1692,About My Father,tt8373206,About My Father,No,,2300000,90,1500000,About My Father,1000.0,movie,About My Father,About My Father,2023,90,Comedy,About My Father,2023,en,https://image.tmdb.org/t/p/w500/eHcXyH207gLJCMLECRlBtXDK12X.jpg,Comedy,US
1693,Addams Family Values,tt0106220,Addams Family Values,No,,2300000,94,1500000,Addams Family Values,1000.0,movie,Addams Family Values,Addams Family Values,1993,94,"Comedy,Fantasy",Addams Family Values,1993,en,https://image.tmdb.org/t/p/w500/sdxT2VjVSx9DRicwnuECUdBHeE7.jpg,Comedy|Family|Fantasy,US
1699,Blood and Bone,tt0346631,Blood and Bone,No,,2300000,93,1500000,Blood and Bone,1000.0,movie,Blood and Bone,Blood and Bone,2009,93,"Action,Crime,Drama",Blood and Bone,2009,en,https://image.tmdb.org/t/p/w500/4XoqjwKhqN3GlGt0fQtcY2OhkZq.jpg,Action|Crime|Thriller|Drama,US
1700,Blue Lagoon: The Awakening,tt2287663,Blue Lagoon: The Awakening,No,,2300000,85,1500000,Blue Lagoon: The Awakening,1000.0,tvMovie,Blue Lagoon: The Awakening,Blue Lagoon: The Awakening,2012,85,"Drama,Romance",Blue Lagoon: The Awakening,2012,en,https://image.tmdb.org/t/p/w500/ptsBY9Aqo4Mn0V1krI5s8WfFxzW.jpg,Drama|Adventure|Romance|TV Movie,US
1709,Good Boys,tt6977338,Good Boys (2019),No,,2300000,90,1500000,Good Boys,2019.0,movie,Good Boys,Good Boys,2019,90,"Adventure,Comedy",Good Boys,2019,en,https://image.tmdb.org/t/p/w500/tximyCXMEnWIIyOy9STkOduUprG.jpg,Comedy,US
1728,Point Blank,tt2499472,Point Blank,Yes,2019-07-12,2200000,86,1500000,Point Blank,2019.0,movie,Point Blank,Point Blank,2019,86,"Action,Crime,Drama",Point Blank,2019,en,https://image.tmdb.org/t/p/w500/weAvkxl0dnPevIKD8fwHjiOi6tc.jpg,Action|Thriller,US
44,A Paris Christmas Waltz,tt27975905,A Paris Christmas Waltz,No,,2100000,84,1500000,A Paris Christmas Waltz,1000.0,tvMovie,Paris Christmas Waltz,Paris Christmas Waltz,2023.0,84.0,"Drama,Music,Romance",Paris Christmas Waltz,2023,en,https://image.tmdb.org/t/p/w500/zyMGmj4zDSNNUdJyzqbu9Lk0tEO.jpg,Romance|Comedy|TV Movie,BG
1723,My Boss's Daughter,tt0270980,My Boss's Daughter,No,,2100000,83,1500000,My Boss's Daughter,1000.0,movie,My Boss's Daughter,My Boss's Daughter,2003,86,"Comedy,Romance",My Boss's Daughter,2003,en,https://image.tmdb.org/t/p/w500/6z6ehjP1GyMLFeja9pHGGZb9B2.jpg,Comedy|Romance,US
1734,Sahara,tt4466894,Sahara,No,2017-05-12,2100000,86,1500000,Sahara,2017.0,movie,Sahara,Sahara,2017,86,"Adventure,Animation,Comedy",Sahara,2017,fr,https://image.tmdb.org/t/p/w500/9p8SQYNazWavpMzhN0OIuZm0HgI.jpg,Adventure|Animation|Comedy|Family,CA
